model	objective	reaction	status	value
./model.xml	obj	R_CYTCBB4pp_1	optimal	1.5908505726729902
./model.xml	obj	R_CYTCBB4pp_2	optimal	1.5908505726730287
./model.xml	obj	R_CYTCBB4pp_3	optimal	1.5908505726730102
./model.xml	obj	R_CYTCBB4pp_4	optimal	1.590850572673009
./model.xml	obj	R_CYTDtex	optimal	1.5908505726730524
./model.xml	obj	R_CYTK1	optimal	2.2956232113132866e-14
./model.xml	obj	R_CYTK2	optimal	1.5908505726730218
./model.xml	obj	R_DAAD	optimal	1.590850572673024
./model.xml	obj	R_DABAAT	optimal	1.5908505726535702
./model.xml	obj	R_DADA	optimal	1.5908505726730016
./model.xml	obj	R_DADK	optimal	1.5908505726730287
./model.xml	obj	R_DAGK120	optimal	1.590850572673013
./model.xml	obj	R_DAGK140	optimal	1.5908505726730227
./model.xml	obj	R_DAGK141	optimal	1.590850572673008
./model.xml	obj	R_DAGK160	optimal	1.5908505726730402
./model.xml	obj	R_DAGK161	optimal	1.590850572673023
./model.xml	obj	R_DAGK180	optimal	1.5908505726730013
./model.xml	obj	R_DAGK181	optimal	1.5908505726730127
./model.xml	obj	R_DALAt2pp	optimal	1.5908505726730187
./model.xml	obj	R_DALAtex	optimal	1.5908505726730184
./model.xml	obj	R_DAPAT	optimal	1.587536435928489
./model.xml	obj	R_DAPDC	optimal	1.5908505726730262
./model.xml	obj	R_DAPE	optimal	0.0
./model.xml	obj	R_DARBt3ipp	optimal	1.590850572673016
./model.xml	obj	R_DASYN120	optimal	1.5908505726730242
./model.xml	obj	R_DASYN140	optimal	1.590850572673008
./model.xml	obj	R_DASYN141	optimal	1.5908505726730207
./model.xml	obj	R_DASYN160	optimal	0.0
./model.xml	obj	R_DASYN161	optimal	0.0
./model.xml	obj	R_DASYN180	optimal	0.0
./model.xml	obj	R_DASYN181	optimal	0.0
./model.xml	obj	R_DB4PS	optimal	1.5908505726729985
./model.xml	obj	R_DBTS	optimal	1.5908505726730127
./model.xml	obj	R_DCAtex	optimal	1.5908505726730193
./model.xml	obj	R_DCTPD	optimal	1.590850572672997
./model.xml	obj	R_DCTPD2	optimal	1.5908505726730207
./model.xml	obj	R_DCYTtex	optimal	1.5908505726730195
./model.xml	obj	R_DDCAtexi	optimal	1.5908505726730233
./model.xml	obj	R_DDPA	optimal	-2.8833103866761433e-16
./model.xml	obj	R_DGK1	optimal	1.5908505726730295
./model.xml	obj	R_DGSNtex	optimal	1.5908505726730104
./model.xml	obj	R_DGUNC	optimal	1.590850572673005
./model.xml	obj	R_DHACOAH	optimal	1.590850572673009
./model.xml	obj	R_DHAD1	optimal	1.577930657075777
./model.xml	obj	R_DHAD2	optimal	1.590850572672997
./model.xml	obj	R_DHBS	optimal	1.5908505726730147
./model.xml	obj	R_DHBSH	optimal	1.5908505726730064
./model.xml	obj	R_DHDPRy	optimal	0.0
./model.xml	obj	R_DHDPS	optimal	0.0
./model.xml	obj	R_DHEDAA	optimal	1.59085057267303
./model.xml	obj	R_DHFR	optimal	0.0
./model.xml	obj	R_DHFS	optimal	0.0
./model.xml	obj	R_DHMPTR	optimal	1.590850572673028
./model.xml	obj	R_DHNPA_1	optimal	0.0
./model.xml	obj	R_DHNPTE	optimal	1.5908505726730067
./model.xml	obj	R_DHORD2	optimal	1.5908505726729123
./model.xml	obj	R_DHORDfum	optimal	1.5908505726730222
./model.xml	obj	R_DHORTS	optimal	1.590850572673007
./model.xml	obj	R_DHPDO	optimal	1.5908505726730127
./model.xml	obj	R_DHPM1	optimal	1.433617993354588
./model.xml	obj	R_DHPPDA	optimal	1.5908505726730187
./model.xml	obj	R_DHQS	optimal	1.914180406715506e-16
./model.xml	obj	R_DHQTi	optimal	0.0
./model.xml	obj	R_DHSKDH	optimal	1.5908505726729123
./model.xml	obj	R_DINStex	optimal	1.5908505726730195
./model.xml	obj	R_DKMPPD2_PA	optimal	1.5908505726730249
./model.xml	obj	R_DMATT	optimal	0.0
./model.xml	obj	R_DMGDH2	optimal	1.5908505726730295
./model.xml	obj	R_DMPPS	optimal	1.5908505726730184
./model.xml	obj	R_DMQMT	optimal	1.5908505726730209
./model.xml	obj	R_DODECtex	optimal	1.590850572673007
./model.xml	obj	R_DODECtpp	optimal	1.5908505726730204
./model.xml	obj	R_DOXRBCNtpp	optimal	1.5908505726730406
./model.xml	obj	R_DPCOAK	optimal	0.0
./model.xml	obj	R_DPR	optimal	6.219009017318501e-12
./model.xml	obj	R_DRIBtpp	optimal	1.5908505726730235
./model.xml	obj	R_DTMPK	optimal	0.0
./model.xml	obj	R_DURAD	optimal	1.4336179933546314
./model.xml	obj	R_DURIPP	optimal	1.5908505726728543
./model.xml	obj	R_DURItex	optimal	1.5908505726730071
./model.xml	obj	R_DUTPDP	optimal	0.0
./model.xml	obj	R_DXPRIi	optimal	0.0
./model.xml	obj	R_DXPS	optimal	-1.1581199667659391e-12
./model.xml	obj	R_D_LACt2pp	optimal	1.5908505726730207
./model.xml	obj	R_D_LACtex	optimal	1.590850572673012
./model.xml	obj	R_E4PD	optimal	1.590850572673018
./model.xml	obj	R_EAR100x	optimal	1.574609437513449
./model.xml	obj	R_EAR120x	optimal	1.5734511506425664
./model.xml	obj	R_EAR121x	optimal	1.5686456304623801
./model.xml	obj	R_EAR140x	optimal	1.5809909080934137
./model.xml	obj	R_EAR141x	optimal	1.5686456304623544
./model.xml	obj	R_EAR160x	optimal	1.5809909080933975
./model.xml	obj	R_EAR161x	optimal	1.5686456304623573
./model.xml	obj	R_EAR180x	optimal	1.5902673455203176
./model.xml	obj	R_EAR181x	optimal	1.566547677917461
./model.xml	obj	R_EAR40x	optimal	1.5908505726730122
./model.xml	obj	R_EAR60x	optimal	1.4946997465021237
./model.xml	obj	R_EAR80x	optimal	1.4946997465021183
./model.xml	obj	R_ECOAH1	optimal	1.5908505726730207
./model.xml	obj	R_ECOAH12	optimal	1.590850572673003
./model.xml	obj	R_ECOAH2	optimal	1.5908505726730149
./model.xml	obj	R_ECOAH3	optimal	1.590850572673024
./model.xml	obj	R_ECOAH4	optimal	1.5908505726730144
./model.xml	obj	R_ECOAH5	optimal	1.5908505726730293
./model.xml	obj	R_ECOAH6	optimal	1.5908505726730402
./model.xml	obj	R_ECOAH7	optimal	1.590850572673026
./model.xml	obj	R_ECOAH8	optimal	1.5908505726730187
./model.xml	obj	R_ECOAH9ir	optimal	1.5908505726730249
./model.xml	obj	R_EDA	optimal	1.5551775141588853
./model.xml	obj	R_EDD	optimal	1.55517751415889
./model.xml	obj	R_ENO	optimal	1.5615769965340176
./model.xml	obj	R_ENTERES2pp	optimal	1.5908505726729993
./model.xml	obj	R_ENTERESpp	optimal	1.5908505726730187
./model.xml	obj	R_ETHAAL	optimal	1.590850572673015
./model.xml	obj	R_ETHAt2pp	optimal	1.5908505726730184
./model.xml	obj	R_ETHAtex	optimal	1.590850572673007
./model.xml	obj	R_ETHSO3abcpp	optimal	1.590850572673027
./model.xml	obj	R_ETHSO3tex	optimal	1.590850572673008
./model.xml	obj	R_ETOHtex	optimal	1.590850572673026
./model.xml	obj	R_ETOHtrpp	optimal	1.590850572673035
./model.xml	obj	R_EX_15dap_e	optimal	1.5908505726730207
./model.xml	obj	R_EX_2ddglcn_e	optimal	1.5908505726730275
./model.xml	obj	R_EX_2obut_e	optimal	1.590850572673008
./model.xml	obj	R_EX_2pglyc_e	optimal	1.5908505726730102
./model.xml	obj	R_EX_34dhbz_e	optimal	1.590850572673024
./model.xml	obj	R_EX_3hoxpac_e	optimal	1.5908505726730071
./model.xml	obj	R_EX_3mb_e	optimal	1.5908505726729922
./model.xml	obj	R_EX_3oxoadp_e	optimal	1.5908505726730164
./model.xml	obj	R_EX_4abut_e	optimal	1.5908505726730184
./model.xml	obj	R_EX_4abzglu_e	optimal	1.5908505726730229
./model.xml	obj	R_EX_4crsol_e	optimal	1.590850572673018
./model.xml	obj	R_EX_4hba_e	optimal	1.5908505726730242
./model.xml	obj	R_EX_4hbz_e	optimal	1.5908505726730096
./model.xml	obj	R_EX_4hphac_e	optimal	1.5908505726730127
./model.xml	obj	R_EX_4hpro_LT_e	optimal	1.5908505726730138
./model.xml	obj	R_EX_5mepca	optimal	1.5908505726728543
./model.xml	obj	R_EX_L_alagly_e	optimal	1.5908505726730267
./model.xml	obj	R_EX_Lcyst_e	optimal	1.590850572673027
./model.xml	obj	R_EX_ac_e	optimal	1.5908505726730156
./model.xml	obj	R_EX_acac_e	optimal	1.590850572672997
./model.xml	obj	R_EX_acald_e	optimal	1.590850572669816
./model.xml	obj	R_EX_acgam_e	optimal	1.5908505726730147
./model.xml	obj	R_EX_acglu_e	optimal	1.590850572672997
./model.xml	obj	R_EX_acolipa_e	optimal	1.590850572673025
./model.xml	obj	R_EX_acon_C_e	optimal	1.5908505726730064
./model.xml	obj	R_EX_actn__R_e	optimal	1.5908505726730313
./model.xml	obj	R_EX_ad_e	optimal	1.590850572672997
./model.xml	obj	R_EX_ade_e	optimal	1.5908505726730147
./model.xml	obj	R_EX_adn_e	optimal	1.5908505726730242
./model.xml	obj	R_EX_akg_e	optimal	1.5908505726730189
./model.xml	obj	R_EX_ala_B_e	optimal	1.5908505726730133
./model.xml	obj	R_EX_ala__D_e	optimal	1.5908505726730207
./model.xml	obj	R_EX_ala__L_e	optimal	1.5719042066120776
./model.xml	obj	R_EX_alltn_e	optimal	1.5908505726730207
./model.xml	obj	R_EX_arab__L_e	optimal	1.590850572673008
./model.xml	obj	R_EX_arg__L_e	optimal	1.560406233119325
./model.xml	obj	R_EX_asn__L_e	optimal	1.5908505726730169
./model.xml	obj	R_EX_aso3_e	optimal	1.5908505726730189
./model.xml	obj	R_EX_aso4_e	optimal	1.5908505726730102
./model.xml	obj	R_EX_asp__L_e	optimal	1.5837050396375913
./model.xml	obj	R_EX_bhb_e	optimal	1.5908505726730136
./model.xml	obj	R_EX_but_e	optimal	1.5908505726730104
./model.xml	obj	R_EX_buts_e	optimal	1.5908505726729938
./model.xml	obj	R_EX_butso3_e	optimal	1.590850572673007
./model.xml	obj	R_EX_bz_e	optimal	1.5908505726730193
./model.xml	obj	R_EX_ca2_e	optimal	1.590850572673005
./model.xml	obj	R_EX_cbl1_e	optimal	1.5908505726730233
./model.xml	obj	R_EX_cd2_e	optimal	1.5908505726730062
./model.xml	obj	R_EX_cellb_e	optimal	1.5908505726730144
./model.xml	obj	R_EX_cgly_e	optimal	1.5908505726730129
./model.xml	obj	R_EX_chol_e	optimal	1.5908505726730313
./model.xml	obj	R_EX_chols_e	optimal	1.5908505726730406
./model.xml	obj	R_EX_cit_e	optimal	1.590850572673007
./model.xml	obj	R_EX_citac_e	optimal	1.5908505726730127
./model.xml	obj	R_EX_cl_e	optimal	1.590850572673007
./model.xml	obj	R_EX_co2_e	optimal	1.1890825104389793
./model.xml	obj	R_EX_cobalt2_e	optimal	1.5908505726730249
./model.xml	obj	R_EX_colipa_e	optimal	1.5908505726730067
./model.xml	obj	R_EX_crn_e	optimal	1.590850572673011
./model.xml	obj	R_EX_csn_e	optimal	1.4961187423683144
./model.xml	obj	R_EX_cu2_e	optimal	1.5908505726730287
./model.xml	obj	R_EX_cu_e	optimal	1.590850572673023
./model.xml	obj	R_EX_cynt_e	optimal	1.5908505726730058
./model.xml	obj	R_EX_cys__L_e	optimal	1.5908505726730287
./model.xml	obj	R_EX_cytd_e	optimal	1.5908505726729938
./model.xml	obj	R_EX_dad_2_e	optimal	1.5908505726729585
./model.xml	obj	R_EX_dad_5_e	optimal	1.5908505726729985
./model.xml	obj	R_EX_damp_e	optimal	1.590850572673005
./model.xml	obj	R_EX_dca_e	optimal	1.5908505726730158
./model.xml	obj	R_EX_dcyt_e	optimal	1.5908505726728543
./model.xml	obj	R_EX_ddca_e	optimal	1.5908505726729993
./model.xml	obj	R_EX_dgsn_e	optimal	1.590850572673014
./model.xml	obj	R_EX_din_e	optimal	1.5908505726730169
./model.xml	obj	R_EX_dms_e	optimal	1.590850572673007
./model.xml	obj	R_EX_dmso_e	optimal	1.5908505726729993
./model.xml	obj	R_EX_drib_e	optimal	1.5908505726730267
./model.xml	obj	R_EX_duri_e	optimal	1.5908505726730338
./model.xml	obj	R_EX_enlipa_e	optimal	1.5908505726729993
./model.xml	obj	R_EX_enter_e	optimal	1.5908505726730062
./model.xml	obj	R_EX_etha_e	optimal	1.5908505726730273
./model.xml	obj	R_EX_ethso3_e	optimal	1.5908505726730229
./model.xml	obj	R_EX_etoh_e	optimal	1.590850572673009
./model.xml	obj	R_EX_f6p_e	optimal	1.5908505726730078
./model.xml	obj	R_EX_fe2_e	optimal	0.0
./model.xml	obj	R_EX_fe3_e	optimal	1.5908505726730222
./model.xml	obj	R_EX_fe3dcit_e	optimal	1.590850572673009
./model.xml	obj	R_EX_fe3dhbzs_e	optimal	1.590850572673007
./model.xml	obj	R_EX_feenter_e	optimal	1.590850572673022
./model.xml	obj	R_EX_for_e	optimal	1.5908505726730147
./model.xml	obj	R_EX_fru_e	optimal	1.5908505726730227
./model.xml	obj	R_EX_fum_e	optimal	1.590850572673019
./model.xml	obj	R_EX_g1p_e	optimal	1.5908505726730298
./model.xml	obj	R_EX_g3pc_e	optimal	1.5908505726730076
./model.xml	obj	R_EX_g3pi_e	optimal	1.5908505726730016
./model.xml	obj	R_EX_g3ps_e	optimal	1.5908505726729838
./model.xml	obj	R_EX_g6p_e	optimal	1.5908505726730264
./model.xml	obj	R_EX_gal_e	optimal	1.5908505726730104
./model.xml	obj	R_EX_galct__D_e	optimal	1.5908505726730184
./model.xml	obj	R_EX_galctn__D_e	optimal	1.5908505726730144
./model.xml	obj	R_EX_galur_e	optimal	1.590850572673007
./model.xml	obj	R_EX_gam_e	optimal	1.5908505726730313
./model.xml	obj	R_EX_glc__D_e	optimal	1.5066517899009222
./model.xml	obj	R_EX_glcn_e	optimal	1.590850572673007
./model.xml	obj	R_EX_glcr_e	optimal	1.5908505726730295
./model.xml	obj	R_EX_glcur_e	optimal	1.5908505726730269
./model.xml	obj	R_EX_gln__L_e	optimal	1.590850572673008
./model.xml	obj	R_EX_glu__L_e	optimal	1.5885083282469978
./model.xml	obj	R_EX_glx_e	optimal	1.5908505726730147
./model.xml	obj	R_EX_gly_e	optimal	1.5707392738771786
./model.xml	obj	R_EX_gly_glu__L_e	optimal	1.5908505726730249
./model.xml	obj	R_EX_gly_pro__L_e	optimal	1.5908505726730127
./model.xml	obj	R_EX_glyald_e	optimal	1.590850572673007
./model.xml	obj	R_EX_glyb_e	optimal	1.590850572673007
./model.xml	obj	R_EX_glyc2p_e	optimal	1.5908505726730249
./model.xml	obj	R_EX_glyc3p_e	optimal	1.5908505726730193
./model.xml	obj	R_EX_glyc_e	optimal	1.5908505726730189
./model.xml	obj	R_EX_glyclt_e	optimal	1.590838289357612
./model.xml	obj	R_EX_glycogen_e	optimal	1.590850572673026
./model.xml	obj	R_EX_gm1lipa_e	optimal	1.590850572673012
./model.xml	obj	R_EX_gsn_e	optimal	1.590850572673005
./model.xml	obj	R_EX_gua_e	optimal	1.590850572673023
./model.xml	obj	R_EX_h2_e	optimal	1.5908505726730198
./model.xml	obj	R_EX_h2o_e	optimal	1.5543393434508812
./model.xml	obj	R_EX_h2s_e	optimal	1.5908505726730298
./model.xml	obj	R_EX_h_e	optimal	1.4740801281495208
./model.xml	obj	R_EX_hdca_e	optimal	1.5908505726730215
./model.xml	obj	R_EX_hdcea_e	optimal	1.5908505726730258
./model.xml	obj	R_EX_hexs_e	optimal	1.5908505726730218
./model.xml	obj	R_EX_hg2_e	optimal	1.5908505726730102
./model.xml	obj	R_EX_his__L_e	optimal	1.573475976284728
./model.xml	obj	R_EX_hom__L_e	optimal	1.590850572673018
./model.xml	obj	R_EX_hxa_e	optimal	1.5908505726730184
./model.xml	obj	R_EX_hxan_e	optimal	1.5908505726729918
./model.xml	obj	R_EX_icit_e	optimal	1.590850572625776
./model.xml	obj	R_EX_ile__L_e	optimal	1.585891514262653
./model.xml	obj	R_EX_indole_e	optimal	1.5908505726730218
./model.xml	obj	R_EX_inost_e	optimal	1.5908505726730016
./model.xml	obj	R_EX_ins_e	optimal	1.5908505726729985
./model.xml	obj	R_EX_isetac_e	optimal	1.590850572673007
./model.xml	obj	R_EX_itacon_e	optimal	1.4215168632110462
./model.xml	obj	R_EX_k_e	optimal	1.590850572673023
./model.xml	obj	R_EX_kdo2lipid4_e	optimal	1.5908505726730207
./model.xml	obj	R_EX_lac__D_e	optimal	1.5908505726730173
./model.xml	obj	R_EX_lac__L_e	optimal	1.5908505726729123
./model.xml	obj	R_EX_lcts_e	optimal	1.5908505726730338
./model.xml	obj	R_EX_leu__L_e	optimal	1.5810532474266994
./model.xml	obj	R_EX_lipa_cold_e	optimal	1.590850572673007
./model.xml	obj	R_EX_lipa_e	optimal	1.5908505726730144
./model.xml	obj	R_EX_lys__L_e	optimal	1.5833605766076946
./model.xml	obj	R_EX_mal__D_e	optimal	1.5908505726730244
./model.xml	obj	R_EX_mal__L_e	optimal	1.5908505726729123
./model.xml	obj	R_EX_malon_e	optimal	1.590850572673008
./model.xml	obj	R_EX_malt_e	optimal	1.590850572676023
./model.xml	obj	R_EX_malthp_e	optimal	1.590850572673014
./model.xml	obj	R_EX_malthx_e	optimal	1.5908505726730149
./model.xml	obj	R_EX_maltpt_e	optimal	1.5908505726730209
./model.xml	obj	R_EX_malttr_e	optimal	1.5908505726730138
./model.xml	obj	R_EX_maltttr_e	optimal	1.590850572672997
./model.xml	obj	R_EX_man1p_e	optimal	1.59085057267303
./model.xml	obj	R_EX_man_e	optimal	1.5908505726730169
./model.xml	obj	R_EX_meoh_e	optimal	1.5908505726730229
./model.xml	obj	R_EX_met__L_e	optimal	1.588488164637534
./model.xml	obj	R_EX_mg2_e	optimal	1.590850572673018
./model.xml	obj	R_EX_mn2_e	optimal	1.590850572673008
./model.xml	obj	R_EX_mnl_e	optimal	1.5908505726730207
./model.xml	obj	R_EX_mobd_e	optimal	1.590850572673024
./model.xml	obj	R_EX_mso3_e	optimal	1.5908505726730238
./model.xml	obj	R_EX_n2_e	optimal	1.590850572673016
./model.xml	obj	R_EX_na1_e	optimal	1.5908505726730207
./model.xml	obj	R_EX_nac_e	optimal	1.5908505726730193
./model.xml	obj	R_EX_nh4_e	optimal	1.3046137798384845
./model.xml	obj	R_EX_ni2_e	optimal	1.5908505726730184
./model.xml	obj	R_EX_nmn_e	optimal	1.5908505726730073
./model.xml	obj	R_EX_no2_e	optimal	1.5908505726729985
./model.xml	obj	R_EX_no3_e	optimal	1.5908505726730184
./model.xml	obj	R_EX_no_e	optimal	1.590850572672997
./model.xml	obj	R_EX_o2_e	optimal	2.945531250223875e-12
./model.xml	obj	R_EX_oaa_e	optimal	1.5908505726729993
./model.xml	obj	R_EX_ocdca_e	optimal	1.5908505726730238
./model.xml	obj	R_EX_ocdcea_e	optimal	1.5908505726730104
./model.xml	obj	R_EX_octa_e	optimal	1.5908505726730178
./model.xml	obj	R_EX_orn_e	optimal	1.5908505726730127
./model.xml	obj	R_EX_orot_e	optimal	1.590850572673024
./model.xml	obj	R_EX_oxa_e	optimal	1.5908505726730198
./model.xml	obj	R_EX_pac_e	optimal	1.590850572673026
./model.xml	obj	R_EX_pcah2	optimal	1.590850572673026
./model.xml	obj	R_EX_pdima_e	optimal	1.5908505726730207
./model.xml	obj	R_EX_phe__L_e	optimal	1.5767235608060295
./model.xml	obj	R_EX_pheme_e	optimal	1.590850572673013
./model.xml	obj	R_EX_pi_e	optimal	-8.234588084536273e-14
./model.xml	obj	R_EX_pnto__R_e	optimal	1.5908505726730169
./model.xml	obj	R_EX_ppa_e	optimal	1.5908505726730313
./model.xml	obj	R_EX_ppi_e	optimal	1.590850572673016
./model.xml	obj	R_EX_ppoh_e	optimal	1.5908505726730295
./model.xml	obj	R_EX_pppn_e	optimal	1.5908505726730278
./model.xml	obj	R_EX_ppt_e	optimal	1.590850572672997
./model.xml	obj	R_EX_pqs_e	optimal	1.5908505726730138
./model.xml	obj	R_EX_pro__L_e	optimal	1.59085057267302
./model.xml	obj	R_EX_progly_e	optimal	1.5908505726730193
./model.xml	obj	R_EX_ptrc_e	optimal	1.5908505726730178
./model.xml	obj	R_EX_pyoh2	optimal	1.5908505726730275
./model.xml	obj	R_EX_pyr_e	optimal	1.5908505726729991
./model.xml	obj	R_EX_rib__D_e	optimal	1.590850572673025
./model.xml	obj	R_EX_rnam_e	optimal	1.5908505726730129
./model.xml	obj	R_EX_salc_e	optimal	1.5908505726730298
./model.xml	obj	R_EX_salchs4_e	optimal	1.590850572673029
./model.xml	obj	R_EX_salchs4fe_e	optimal	1.5908505726730133
./model.xml	obj	R_EX_sbt__D_e	optimal	1.5908505726730129
./model.xml	obj	R_EX_sel_e	optimal	1.590850572673012
./model.xml	obj	R_EX_ser__D_e	optimal	1.5908505726730096
./model.xml	obj	R_EX_ser__L_e	optimal	1.5340114744901807
./model.xml	obj	R_EX_skm_e	optimal	1.5908505726730249
./model.xml	obj	R_EX_slnt_e	optimal	1.5908505726730184
./model.xml	obj	R_EX_so3_e	optimal	1.5908505726730184
./model.xml	obj	R_EX_so4_e	optimal	0.0
./model.xml	obj	R_EX_spmd_e	optimal	1.5908505726730227
./model.xml	obj	R_EX_succ_e	optimal	1.5908505726730249
./model.xml	obj	R_EX_sulfac_e	optimal	1.5908505726730269
./model.xml	obj	R_EX_tartr__D_e	optimal	1.5908505726730313
./model.xml	obj	R_EX_taur_e	optimal	1.5908505726730213
./model.xml	obj	R_EX_thm_e	optimal	1.5908505726730071
./model.xml	obj	R_EX_thr__L_e	optimal	1.590850572672997
./model.xml	obj	R_EX_thymd_e	optimal	1.590850572673024
./model.xml	obj	R_EX_tol_e	optimal	1.5908505726730153
./model.xml	obj	R_EX_tre_e	optimal	1.5908505726730227
./model.xml	obj	R_EX_trp__L_e	optimal	1.5804390158345551
./model.xml	obj	R_EX_tsul_e	optimal	1.590850572673022
./model.xml	obj	R_EX_ttdca_e	optimal	1.5908505726730298
./model.xml	obj	R_EX_ttdcea_e	optimal	1.5908505726730136
./model.xml	obj	R_EX_tungs_e	optimal	1.590850572673024
./model.xml	obj	R_EX_tyr__L_e	optimal	1.5800401437838447
./model.xml	obj	R_EX_ura_e	optimal	1.5245382914597085
./model.xml	obj	R_EX_urate_e	optimal	1.590850572673029
./model.xml	obj	R_EX_urea_e	optimal	1.590850572673023
./model.xml	obj	R_EX_uri_e	optimal	1.5908505726730207
./model.xml	obj	R_EX_val__L_e	optimal	1.5792927604124256
./model.xml	obj	R_EX_vanln_e	optimal	1.590850572673008
./model.xml	obj	R_EX_vanlt_e	optimal	1.5908505726730284
./model.xml	obj	R_EX_xan_e	optimal	1.5908505726730102
./model.xml	obj	R_EX_xtsn_e	optimal	1.5908505726730042
./model.xml	obj	R_EX_xyl__D_e	optimal	1.5908505726730138
./model.xml	obj	R_EX_zn2_e	optimal	1.590850572673007
./model.xml	obj	R_FA100ACPHi	optimal	1.5908505726730129
./model.xml	obj	R_FA120ACPHi	optimal	1.5908505726730262
./model.xml	obj	R_FA140ACPHi	optimal	1.5908505726730313
./model.xml	obj	R_FA141ACPHi	optimal	1.5908505726730233
./model.xml	obj	R_FA160ACPHi	optimal	1.5908505726730104
./model.xml	obj	R_FA161ACPHi	optimal	1.5908505726730076
./model.xml	obj	R_FA80ACPHi	optimal	1.5908505726730104
./model.xml	obj	R_FACOAE100	optimal	1.5908505726730144
./model.xml	obj	R_FACOAE120	optimal	1.5908505726730406
./model.xml	obj	R_FACOAE140	optimal	1.5908505726730295
./model.xml	obj	R_FACOAE141	optimal	1.5908505726730116
./model.xml	obj	R_FACOAE160	optimal	1.5908505726535702
./model.xml	obj	R_FACOAE161	optimal	1.5908505726730338
./model.xml	obj	R_FACOAE180	optimal	1.5908505726730338
./model.xml	obj	R_FACOAE181	optimal	1.590850572672997
./model.xml	obj	R_FACOAE60	optimal	1.5908505726730013
./model.xml	obj	R_FACOAE80	optimal	1.5908505726730016
./model.xml	obj	R_FACOAL100t2pp	optimal	1.5908505726730067
./model.xml	obj	R_FACOAL120t2pp	optimal	1.59085057267302
./model.xml	obj	R_FACOAL140	optimal	1.5908505726730013
./model.xml	obj	R_FACOAL140t2pp	optimal	1.590850572672999
./model.xml	obj	R_FACOAL141t2pp	optimal	1.5908505726730242
./model.xml	obj	R_FACOAL160	optimal	1.5908505726730195
./model.xml	obj	R_FACOAL160t2pp	optimal	1.5908505726729985
./model.xml	obj	R_FACOAL161	optimal	1.5908505726730133
./model.xml	obj	R_FACOAL161t2pp	optimal	1.5908505726730127
./model.xml	obj	R_FACOAL180t2pp	optimal	1.5908505726730104
./model.xml	obj	R_FACOAL181	optimal	1.5908505726729985
./model.xml	obj	R_FACOAL181t2pp	optimal	1.590850572673005
./model.xml	obj	R_FACOAL60t2pp	optimal	1.5908505726730249
./model.xml	obj	R_FACOAL80t2pp	optimal	1.5908505726730213
./model.xml	obj	R_FADRx	optimal	1.590850572673014
./model.xml	obj	R_FALDH2	optimal	1.5908505726729705
./model.xml	obj	R_FALGTHLs	optimal	1.590850572673008
./model.xml	obj	R_FBA	optimal	1.5908505726729985
./model.xml	obj	R_FBACabcpp	optimal	1.590850572673007
./model.xml	obj	R_FBP	optimal	1.5908505726730144
./model.xml	obj	R_FCLT	optimal	1.5908505726730189
./model.xml	obj	R_FDH4pp	optimal	1.590850572673014
./model.xml	obj	R_FDH4pp_q9	optimal	1.590850572673014
./model.xml	obj	R_FDHr	optimal	1.5908505726729985
./model.xml	obj	R_FDMO	optimal	1.590850572673007
./model.xml	obj	R_FDMO2	optimal	1.590850572673018
./model.xml	obj	R_FDMO3	optimal	1.590850572673007
./model.xml	obj	R_FDMO4	optimal	1.590850572673029
./model.xml	obj	R_FDMO6	optimal	1.5908505726730073
./model.xml	obj	R_FDMOtau	optimal	1.5908505726730233
./model.xml	obj	R_FE2Gabcpp	optimal	1.5908505726730104
./model.xml	obj	R_FE2t3pp	optimal	1.5908505726730184
./model.xml	obj	R_FE2t4pp	optimal	1.590850572673016
./model.xml	obj	R_FE2tex	optimal	0.0
./model.xml	obj	R_FE2tpp	optimal	1.5908410629929826
./model.xml	obj	R_FE3DCIT2abcpp	optimal	1.5908505726730016
./model.xml	obj	R_FE3DCITCH	optimal	1.5908505726729993
./model.xml	obj	R_FE3DCITR2	optimal	1.5908505726730218
./model.xml	obj	R_FE3DCITR3	optimal	1.5908505726730136
./model.xml	obj	R_FE3DCITabcpp	optimal	1.590850572673007
./model.xml	obj	R_FE3DCITtonex	optimal	1.5908505726730013
./model.xml	obj	R_FE3DHBZR	optimal	1.5908505726730207
./model.xml	obj	R_FE3DHBZSabcpp	optimal	1.590850572673052
./model.xml	obj	R_FE3DHBZStonex	optimal	1.5908505726730189
./model.xml	obj	R_FE3PYOVD2tonex	optimal	1.590850572673025
./model.xml	obj	R_FE3abcpp	optimal	1.5908505726730298
./model.xml	obj	R_FEENTER2tpp	optimal	1.5908505726730158
./model.xml	obj	R_FEENTERabcpp	optimal	1.5908505726730249
./model.xml	obj	R_FEENTERexs	optimal	1.5908505726730235
./model.xml	obj	R_FEENTERtex	optimal	1.5908505726729985
./model.xml	obj	R_FEENTERtonex	optimal	1.5908505726730067
./model.xml	obj	R_FEENTERtpp	optimal	1.5908505726730209
./model.xml	obj	R_FEROpp	optimal	1.5908505726730058
./model.xml	obj	R_FGLU	optimal	1.590850572673023
./model.xml	obj	R_FLDR2	optimal	1.5908505726730073
./model.xml	obj	R_FLVRx	optimal	1.5908505726730073
./model.xml	obj	R_FMNAT	optimal	1.5908505726730058
./model.xml	obj	R_FMNRx	optimal	1.5908505726730076
./model.xml	obj	R_FMNRx2	optimal	1.5908505726729585
./model.xml	obj	R_FOLD3	optimal	0.0
